filename,label
sklearn_digits_poisson_data_000058.seq,6
sklearn_digits_poisson_data_000059.seq,3
sklearn_digits_poisson_data_000060.seq,3
sklearn_digits_poisson_data_000061.seq,7
sklearn_digits_poisson_data_000062.seq,3
sklearn_digits_poisson_data_000063.seq,3
sklearn_digits_poisson_data_000064.seq,4
sklearn_digits_poisson_data_000065.seq,6
sklearn_digits_poisson_data_000066.seq,6
sklearn_digits_poisson_data_000067.seq,6
sklearn_digits_poisson_data_000068.seq,4
sklearn_digits_poisson_data_000069.seq,9
sklearn_digits_poisson_data_000070.seq,1
sklearn_digits_poisson_data_000071.seq,5
sklearn_digits_poisson_data_000072.seq,0
sklearn_digits_poisson_data_000073.seq,9
sklearn_digits_poisson_data_000074.seq,5
sklearn_digits_poisson_data_000075.seq,2
sklearn_digits_poisson_data_000076.seq,8
sklearn_digits_poisson_data_000077.seq,2
sklearn_digits_poisson_data_000078.seq,0
sklearn_digits_poisson_data_000079.seq,0
sklearn_digits_poisson_data_000080.seq,1
sklearn_digits_poisson_data_000081.seq,7
sklearn_digits_poisson_data_000082.seq,6
sklearn_digits_poisson_data_000083.seq,3
sklearn_digits_poisson_data_000084.seq,2
sklearn_digits_poisson_data_000085.seq,1
sklearn_digits_poisson_data_000086.seq,7
sklearn_digits_poisson_data_000087.seq,4
sklearn_digits_poisson_data_000088.seq,6
sklearn_digits_poisson_data_000089.seq,3
sklearn_digits_poisson_data_000090.seq,1
sklearn_digits_poisson_data_000091.seq,3
sklearn_digits_poisson_data_000092.seq,9
sklearn_digits_poisson_data_000093.seq,1
sklearn_digits_poisson_data_000094.seq,7
sklearn_digits_poisson_data_000095.seq,6
sklearn_digits_poisson_data_000096.seq,8
sklearn_digits_poisson_data_000097.seq,4
sklearn_digits_poisson_data_000098.seq,3
sklearn_digits_poisson_data_000099.seq,1
sklearn_digits_poisson_data_000100.seq,4
sklearn_digits_poisson_data_000101.seq,0
sklearn_digits_poisson_data_000102.seq,5
sklearn_digits_poisson_data_000103.seq,3
sklearn_digits_poisson_data_000104.seq,6
sklearn_digits_poisson_data_000105.seq,9
sklearn_digits_poisson_data_000106.seq,6
sklearn_digits_poisson_data_000107.seq,1
sklearn_digits_poisson_data_000108.seq,7
sklearn_digits_poisson_data_000109.seq,5
sklearn_digits_poisson_data_000110.seq,4
sklearn_digits_poisson_data_000111.seq,4
sklearn_digits_poisson_data_000112.seq,7
sklearn_digits_poisson_data_000113.seq,2
sklearn_digits_poisson_data_000114.seq,8
sklearn_digits_poisson_data_000115.seq,2
sklearn_digits_poisson_data_000116.seq,2
sklearn_digits_poisson_data_000117.seq,5
sklearn_digits_poisson_data_000118.seq,7
sklearn_digits_poisson_data_000119.seq,9
sklearn_digits_poisson_data_000120.seq,5
sklearn_digits_poisson_data_000121.seq,4
sklearn_digits_poisson_data_000122.seq,8
sklearn_digits_poisson_data_000123.seq,8
sklearn_digits_poisson_data_000124.seq,4
sklearn_digits_poisson_data_000125.seq,9
sklearn_digits_poisson_data_000126.seq,0
sklearn_digits_poisson_data_000127.seq,8
sklearn_digits_poisson_data_000128.seq,9
sklearn_digits_poisson_data_000129.seq,8
sklearn_digits_poisson_data_000130.seq,0
sklearn_digits_poisson_data_000131.seq,1
sklearn_digits_poisson_data_000132.seq,2
sklearn_digits_poisson_data_000133.seq,3
sklearn_digits_poisson_data_000134.seq,4
sklearn_digits_poisson_data_000135.seq,5
sklearn_digits_poisson_data_000136.seq,6
sklearn_digits_poisson_data_000137.seq,7
sklearn_digits_poisson_data_000138.seq,8
sklearn_digits_poisson_data_000139.seq,9
sklearn_digits_poisson_data_000140.seq,0
sklearn_digits_poisson_data_000141.seq,1
sklearn_digits_poisson_data_000142.seq,2
sklearn_digits_poisson_data_000143.seq,3
sklearn_digits_poisson_data_000144.seq,4
sklearn_digits_poisson_data_000145.seq,5
sklearn_digits_poisson_data_000146.seq,6
sklearn_digits_poisson_data_000147.seq,7
sklearn_digits_poisson_data_000148.seq,8
sklearn_digits_poisson_data_000149.seq,9
sklearn_digits_poisson_data_000150.seq,0
sklearn_digits_poisson_data_000151.seq,1
sklearn_digits_poisson_data_000152.seq,2
sklearn_digits_poisson_data_000153.seq,3
sklearn_digits_poisson_data_000154.seq,4
sklearn_digits_poisson_data_000155.seq,5
sklearn_digits_poisson_data_000156.seq,6
sklearn_digits_poisson_data_000157.seq,7
sklearn_digits_poisson_data_000158.seq,8
sklearn_digits_poisson_data_000159.seq,9
sklearn_digits_poisson_data_000160.seq,0
sklearn_digits_poisson_data_000161.seq,9
sklearn_digits_poisson_data_000162.seq,5
sklearn_digits_poisson_data_000163.seq,5
sklearn_digits_poisson_data_000164.seq,6
sklearn_digits_poisson_data_000165.seq,5
sklearn_digits_poisson_data_000166.seq,0
sklearn_digits_poisson_data_000167.seq,9
sklearn_digits_poisson_data_000168.seq,8
sklearn_digits_poisson_data_000169.seq,9
sklearn_digits_poisson_data_000170.seq,8
sklearn_digits_poisson_data_000171.seq,4
sklearn_digits_poisson_data_000172.seq,1
sklearn_digits_poisson_data_000173.seq,7
sklearn_digits_poisson_data_000174.seq,7
sklearn_digits_poisson_data_000175.seq,3
sklearn_digits_poisson_data_000176.seq,5
sklearn_digits_poisson_data_000177.seq,1
sklearn_digits_poisson_data_000178.seq,0
sklearn_digits_poisson_data_000179.seq,0
sklearn_digits_poisson_data_000180.seq,2
sklearn_digits_poisson_data_000181.seq,2
sklearn_digits_poisson_data_000182.seq,7
sklearn_digits_poisson_data_000183.seq,8
sklearn_digits_poisson_data_000184.seq,2
sklearn_digits_poisson_data_000185.seq,0
sklearn_digits_poisson_data_000186.seq,1
sklearn_digits_poisson_data_000187.seq,2
sklearn_digits_poisson_data_000188.seq,6
sklearn_digits_poisson_data_000189.seq,3
sklearn_digits_poisson_data_000190.seq,3
sklearn_digits_poisson_data_000191.seq,7
sklearn_digits_poisson_data_000192.seq,3
sklearn_digits_poisson_data_000193.seq,3
sklearn_digits_poisson_data_000194.seq,4
sklearn_digits_poisson_data_000195.seq,6
sklearn_digits_poisson_data_000196.seq,6
sklearn_digits_poisson_data_000197.seq,6
sklearn_digits_poisson_data_000198.seq,4
sklearn_digits_poisson_data_000199.seq,9
sklearn_digits_poisson_data_000200.seq,1
sklearn_digits_poisson_data_000201.seq,5
sklearn_digits_poisson_data_000202.seq,0
sklearn_digits_poisson_data_000203.seq,9
sklearn_digits_poisson_data_000204.seq,5
sklearn_digits_poisson_data_000205.seq,2
sklearn_digits_poisson_data_000206.seq,8
sklearn_digits_poisson_data_000207.seq,2
sklearn_digits_poisson_data_000208.seq,0
sklearn_digits_poisson_data_000209.seq,0
sklearn_digits_poisson_data_000210.seq,1
sklearn_digits_poisson_data_000211.seq,7
sklearn_digits_poisson_data_000212.seq,6
sklearn_digits_poisson_data_000213.seq,3
sklearn_digits_poisson_data_000214.seq,2
sklearn_digits_poisson_data_000215.seq,1
sklearn_digits_poisson_data_000216.seq,7
sklearn_digits_poisson_data_000217.seq,3
sklearn_digits_poisson_data_000218.seq,1
sklearn_digits_poisson_data_000219.seq,3
sklearn_digits_poisson_data_000220.seq,9
sklearn_digits_poisson_data_000221.seq,1
sklearn_digits_poisson_data_000222.seq,7
sklearn_digits_poisson_data_000223.seq,6
sklearn_digits_poisson_data_000224.seq,8
sklearn_digits_poisson_data_000225.seq,4
sklearn_digits_poisson_data_000226.seq,3
sklearn_digits_poisson_data_000227.seq,1
sklearn_digits_poisson_data_000228.seq,4
sklearn_digits_poisson_data_000229.seq,0
sklearn_digits_poisson_data_000230.seq,5
sklearn_digits_poisson_data_000231.seq,3
sklearn_digits_poisson_data_000232.seq,6
sklearn_digits_poisson_data_000233.seq,9
sklearn_digits_poisson_data_000234.seq,6
sklearn_digits_poisson_data_000235.seq,1
sklearn_digits_poisson_data_000236.seq,7
sklearn_digits_poisson_data_000237.seq,5
sklearn_digits_poisson_data_000238.seq,4
sklearn_digits_poisson_data_000239.seq,4
sklearn_digits_poisson_data_000240.seq,7
sklearn_digits_poisson_data_000241.seq,2
sklearn_digits_poisson_data_000242.seq,8
sklearn_digits_poisson_data_000243.seq,2
sklearn_digits_poisson_data_000244.seq,2
sklearn_digits_poisson_data_000245.seq,5
sklearn_digits_poisson_data_000246.seq,5
sklearn_digits_poisson_data_000247.seq,4
sklearn_digits_poisson_data_000248.seq,8
sklearn_digits_poisson_data_000249.seq,8
sklearn_digits_poisson_data_000250.seq,4
sklearn_digits_poisson_data_000251.seq,9
sklearn_digits_poisson_data_000252.seq,0
sklearn_digits_poisson_data_000253.seq,8
sklearn_digits_poisson_data_000254.seq,9
sklearn_digits_poisson_data_000255.seq,8
sklearn_digits_poisson_data_000256.seq,0
sklearn_digits_poisson_data_000257.seq,1
sklearn_digits_poisson_data_000258.seq,2
sklearn_digits_poisson_data_000259.seq,3
sklearn_digits_poisson_data_000260.seq,4
sklearn_digits_poisson_data_000261.seq,5
sklearn_digits_poisson_data_000262.seq,6
sklearn_digits_poisson_data_000263.seq,7
sklearn_digits_poisson_data_000264.seq,8
sklearn_digits_poisson_data_000265.seq,9
sklearn_digits_poisson_data_000266.seq,0
sklearn_digits_poisson_data_000267.seq,1
sklearn_digits_poisson_data_000268.seq,2
sklearn_digits_poisson_data_000269.seq,3
sklearn_digits_poisson_data_000270.seq,4
sklearn_digits_poisson_data_000271.seq,5
sklearn_digits_poisson_data_000272.seq,6
sklearn_digits_poisson_data_000273.seq,7
sklearn_digits_poisson_data_000274.seq,8
sklearn_digits_poisson_data_000275.seq,9
sklearn_digits_poisson_data_000276.seq,0
sklearn_digits_poisson_data_000277.seq,1
sklearn_digits_poisson_data_000278.seq,2
sklearn_digits_poisson_data_000279.seq,3
sklearn_digits_poisson_data_000280.seq,4
sklearn_digits_poisson_data_000281.seq,5
sklearn_digits_poisson_data_000282.seq,6
sklearn_digits_poisson_data_000283.seq,7
sklearn_digits_poisson_data_000284.seq,8
sklearn_digits_poisson_data_000285.seq,9
sklearn_digits_poisson_data_000286.seq,0
sklearn_digits_poisson_data_000287.seq,9
sklearn_digits_poisson_data_000288.seq,5
sklearn_digits_poisson_data_000289.seq,5
sklearn_digits_poisson_data_000290.seq,6
sklearn_digits_poisson_data_000291.seq,5
sklearn_digits_poisson_data_000292.seq,0
sklearn_digits_poisson_data_000293.seq,9
sklearn_digits_poisson_data_000294.seq,8
sklearn_digits_poisson_data_000295.seq,9
sklearn_digits_poisson_data_000296.seq,8
sklearn_digits_poisson_data_000297.seq,4
sklearn_digits_poisson_data_000298.seq,1
sklearn_digits_poisson_data_000299.seq,7
